qcl_item_code,qcl_item,fbs_item_code,fbs_item,kcal_per_100g,mapping_status,mapping_method,fbs_candidates,kcal_basis,kcal_n_obs,kcal_q25,kcal_q75,kcal_dispersion_high,equivalence_ratio,equivalence_n_obs,equivalence_share_within_tol,equivalence_warning,needs_manual,needs_manual_reason,built_at
296,Poppy seed,2570,"Oilcrops, Other",449.2764227642276,mapped,fao_default_composition,2570,consumers_above_min_kg,53,406.2956204379562,451.1209150326797,0,1.000693466941399,926,0.48596112311015116,0,0,,2026-09-13T12:48:00+00:00
299,Melonseed,2570,"Oilcrops, Other",449.2764227642276,mapped,fao_default_composition,2570,consumers_above_min_kg,53,406.2956204379562,451.1209150326797,0,1.000693466941399,926,0.48596112311015116,0,0,,2026-09-13T12:48:00+00:00
305,Tallowtree seeds,2570,"Oilcrops, Other",449.2764227642276,mapped,fao_default_composition,2570,consumers_above_min_kg,53,406.2956204379562,451.1209150326797,0,1.000693466941399,926,0.48596112311015116,0,0,,2026-09-13T12:48:00+00:00
310,Kapok fruit,2570,"Oilcrops, Other",449.2764227642276,mapped,fao_default_composition,2570,consumers_above_min_kg,53,406.2956204379562,451.1209150326797,0,1.000693466941399,926,0.48596112311015116,0,0,,2026-09-13T12:48:00+00:00
328,"Seed cotton, unginned",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
333,Linseed,2570,"Oilcrops, Other",449.2764227642276,mapped,fao_default_composition,2570,consumers_above_min_kg,53,406.2956204379562,451.1209150326797,0,1.000693466941399,926,0.48596112311015116,0,0,,2026-09-13T12:48:00+00:00
336,Hempseed,2570,"Oilcrops, Other",449.2764227642276,mapped,fao_default_composition,2570,consumers_above_min_kg,53,406.2956204379562,451.1209150326797,0,1.000693466941399,926,0.48596112311015116,0,0,,2026-09-13T12:48:00+00:00
339,"Other oil seeds, n.e.c.",2570,"Oilcrops, Other",449.2764227642276,mapped,fao_default_composition,2570,consumers_above_min_kg,53,406.2956204379562,451.1209150326797,0,1.000693466941399,926,0.48596112311015116,0,0,,2026-09-13T12:48:00+00:00
358,Cabbages,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
366,Artichokes,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
367,Asparagus,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
372,Lettuce and chicory,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
373,Spinach,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
378,Cassava leaves,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
388,Tomatoes,2601,Tomatoes and products,19.11723844261308,mapped,fao_default_composition,2601,consumers_above_min_kg,1586,13.103403430343947,20.469352808691042,0,0.9999899728816297,1522,0.7279894875164258,0,0,,2026-09-13T12:48:00+00:00
393,Cauliflowers and broccoli,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
394,"Pumpkins, squash and gourds",2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
397,Cucumbers and gherkins,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
399,Eggplants (aubergines),2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
402,"Onions and shallots, green",2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
403,"Onions and shallots, dry (excluding dehydrated)",2602,Onions,40.42315188172043,mapped,fao_default_composition,2602,consumers_above_min_kg,1512,39.12395910612036,44.792742775559596,0,0.9999245565903411,1297,0.7848882035466461,0,0,,2026-09-13T12:48:00+00:00
406,Green garlic,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
407,Leeks and other alliaceous vegetables,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
414,"Other beans, green",2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
417,"Peas, green",2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
420,"Broad beans and horse beans, green",2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
423,String beans,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
426,Carrots and turnips,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
430,Okra,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
446,Green corn (maize),2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
449,Mushrooms and truffles,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
459,Chicory roots,2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
461,Locust beans (carobs),2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
463,"Other vegetables, fresh n.e.c.",2605,"Vegetables, other",24.827868852459016,mapped,fao_default_composition,2605,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
486,Bananas,2615,Bananas,66.59920960855968,mapped,fao_default_composition,2615,consumers_above_min_kg,1474,65.93940725037801,69.81735921134168,0,0.999928997640284,1006,0.7127236580516899,0,0,,2026-09-13T12:48:00+00:00
489,Plantains and cooking bananas,2616,Plantains,74.3401727861771,mapped,fao_default_composition,2616,consumers_above_min_kg,597,74.3281840027463,74.35185185185185,0,0.9999391096997057,438,0.7990867579908676,0,0,,2026-09-13T12:48:00+00:00
490,Oranges,2611,"Oranges, Mandarines",31.70572589405525,mapped,fao_default_composition,2611,consumers_above_min_kg,1550,23.537520516334013,34.113505581057424,0,1.0,1060,0.7122641509433962,0,0,,2026-09-13T12:48:00+00:00
495,"Tangerines, mandarins, clementines",2611,"Oranges, Mandarines",31.70572589405525,mapped,fao_default_composition,2611,consumers_above_min_kg,1550,23.537520516334013,34.113505581057424,0,1.0,1060,0.7122641509433962,0,0,,2026-09-13T12:48:00+00:00
497,Lemons and limes,2612,"Lemons, Limes and products",30.301886792452827,mapped,fao_default_composition,2612,consumers_above_min_kg,1051,29.903395220904244,32.297181079789766,0,0.998782295789948,930,0.6086021505376344,0,0,,2026-09-13T12:48:00+00:00
507,Pomelos and grapefruits,2613,Grapefruit and products,22.950757575757574,mapped,fao_default_composition,2613,consumers_above_min_kg,529,22.29707112970711,24.133058984910836,0,0.9998586722226201,677,0.55096011816839,0,0,,2026-09-13T12:48:00+00:00
512,"Other citrus fruit, n.e.c.",2614,"Citrus, Other",61.35936469610821,mapped,fao_default_composition,2614,consumers_above_min_kg,252,56.85346185454048,61.51711886304909,0,1.0025041278241429,596,0.412751677852349,0,0,,2026-09-13T12:48:00+00:00
515,Apples,2617,Apples and products,50.02673147023086,mapped,fao_default_composition,2617,consumers_above_min_kg,1339,35.62396337504427,53.14912280701755,0,1.0,918,0.8126361655773421,0,0,,2026-09-13T12:48:00+00:00
521,Pears,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
523,Quinces,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
526,Apricots,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
530,Sour cherries,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
531,Cherries,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
534,Peaches and nectarines,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
536,Plums and sloes,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
541,Other stone fruits,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
542,Other pome fruits,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
544,Strawberries,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
547,Raspberries,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
549,Gooseberries,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
